speaker_id,word_id,word,video_file,audio_file,lip_directory,video_frames,face_detected_frames,lip_detected_frames,face_detection_rate,lip_detection_rate,quality_status,quality_score,emotion_detected,recording_attempt,video_fps,duration_sec
S001,1,Analyse,videos\S001\001_Analyse.mp4,audio\S001\001_Analyse.wav,lips\S001\001_Analyse,30,30,30,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,2,Acquire,videos\S001\002_Acquire.mp4,audio\S001\002_Acquire.wav,lips\S001\002_Acquire,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,3,Adult,videos\S001\003_Adult.mp4,audio\S001\003_Adult.wav,lips\S001\003_Adult,31,30,30,0.968,0.968,GOOD,0.968,Focused / Serious,1,30.0,3.1
S001,4,At least,videos\S001\004_Atleast.mp4,audio\S001\004_Atleast.wav,lips\S001\004_Atleast,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.1
S001,5,Average,videos\S001\005_Average.mp4,audio\S001\005_Average.wav,lips\S001\005_Average,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.1
S001,6,Area,videos\S001\006_Area.mp4,audio\S001\006_Area.wav,lips\S001\006_Area,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,7,Exam,videos\S001\007_Exam.mp4,audio\S001\007_Exam.wav,lips\S001\007_Exam,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,8,Engineer,videos\S001\008_Engineer.mp4,audio\S001\008_Engineer.wav,lips\S001\008_Engineer,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,9,East,videos\S001\009_East.mp4,audio\S001\009_East.wav,lips\S001\009_East,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.08
S001,10,Earn,videos\S001\010_Earn.mp4,audio\S001\010_Earn.wav,lips\S001\010_Earn,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,11,Entire,videos\S001\011_Entire.mp4,audio\S001\011_Entire.wav,lips\S001\011_Entire,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,12,Equation,videos\S001\012_Equation.mp4,audio\S001\012_Equation.wav,lips\S001\012_Equation,30,30,30,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,13,Plan,videos\S001\013_Plan.mp4,audio\S001\013_Plan.wav,lips\S001\013_Plan,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.08
S001,14,Pharmacy,videos\S001\014_Pharmacy.mp4,audio\S001\014_Pharmacy.wav,lips\S001\014_Pharmacy,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,15,Perimeter,videos\S001\015_Perimeter.mp4,audio\S001\015_Perimeter.wav,lips\S001\015_Perimeter,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.1
S001,16,Pain,videos\S001\016_Pain.mp4,audio\S001\016_Pain.wav,lips\S001\016_Pain,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,17,Please,videos\S001\017_Please.mp4,audio\S001\017_Please.wav,lips\S001\017_Please,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,18,Physics,videos\S001\018_Physics.mp4,audio\S001\018_Physics.wav,lips\S001\018_Physics,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,19,Bus,videos\S001\019_Bus.mp4,audio\S001\019_Bus.wav,lips\S001\019_Bus,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,20,Bill,videos\S001\020_Bill.mp4,audio\S001\020_Bill.wav,lips\S001\020_Bill,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,21,Bike,videos\S001\021_Bike.mp4,audio\S001\021_Bike.wav,lips\S001\021_Bike,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.11
S001,22,Bicycle,videos\S001\022_Bicycle.mp4,audio\S001\022_Bicycle.wav,lips\S001\022_Bicycle,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,23,Brand,videos\S001\023_Brand.mp4,audio\S001\023_Brand.wav,lips\S001\023_Brand,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,24,Biased,videos\S001\024_Biased.mp4,audio\S001\024_Biased.wav,lips\S001\024_Biased,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.1
S001,25,Bureaucracy,videos\S001\025_Bureaucracy.mp4,audio\S001\025_Bureaucracy.wav,lips\S001\025_Bureaucracy,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.1
S001,26,Fan,videos\S001\026_Fan.mp4,audio\S001\026_Fan.wav,lips\S001\026_Fan,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.12
S001,27,Friend,videos\S001\027_Friend.mp4,audio\S001\027_Friend.wav,lips\S001\027_Friend,29,29,29,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.11
S001,28,Full,videos\S001\028_Full.mp4,audio\S001\028_Full.wav,lips\S001\028_Full,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.1
S001,29,Function,videos\S001\029_Function.mp4,audio\S001\029_Function.wav,lips\S001\029_Function,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.11
S001,30,Quadratic,videos\S001\030_Quadratic.mp4,audio\S001\030_Quadratic.wav,lips\S001\030_Quadratic,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.11
S001,31,Geography,videos\S001\031_Geography.mp4,audio\S001\031_Geography.wav,lips\S001\031_Geography,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,32,Group,videos\S001\032_Group.mp4,audio\S001\032_Group.wav,lips\S001\032_Group,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,33,Green,videos\S001\033_Green.mp4,audio\S001\033_Green.wav,lips\S001\033_Green,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.1
S001,34,Room,videos\S001\034_Room.mp4,audio\S001\034_Room.wav,lips\S001\034_Room,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.08
S001,35,Radius,videos\S001\035_Radius.mp4,audio\S001\035_Radius.wav,lips\S001\035_Radius,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.1
S001,36,Rural,videos\S001\036_Rural.mp4,audio\S001\036_Rural.wav,lips\S001\036_Rural,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,37,Computer,videos\S001\037_Computer.mp4,audio\S001\037_Computer.wav,lips\S001\037_Computer,31,31,31,1.0,1.0,GOOD,1.0,Neutral,1,30.0,3.09
S001,38,Car,videos\S001\038_Car.mp4,audio\S001\038_Car.wav,lips\S001\038_Car,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,39,Chemistry,videos\S001\039_Chemistry.mp4,audio\S001\039_Chemistry.wav,lips\S001\039_Chemistry,30,30,30,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,40,Class,videos\S001\040_Class.mp4,audio\S001\040_Class.wav,lips\S001\040_Class,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,41,Circumference,videos\S001\041_Circumference.mp4,audio\S001\041_Circumference.wav,lips\S001\041_Circumference,31,31,31,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,3.09
S001,42,Crore,videos\S001\042_Crore.mp4,audio\S001\042_Crore.wav,lips\S001\042_Crore,31,31,31,1.0,1.0,GOOD,1.0,Neutral,1,30.0,3.09
S001,43,Control,videos\S001\043_Control.mp4,audio\S001\043_Control.wav,lips\S001\043_Control,31,27,27,0.871,0.871,GOOD,0.891,Neutral,1,30.0,3.09
